RESOLUCAO;EMPRESA;AUTORIZACAO;MARCA;PROCESSO;REGISTRO;VENDA E EMPREGO;VENCIMENTO;APRESENTACAO;VALIDADE PRODUTO;CATEGORIA;ASSUNTO PETICAO;EXPEDIENTE PETICAO;VERSAO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;SOUL SANEANTES PRODUTOS DE LIMPEZA LTDA;3.09389-8;ALVEMAXI - Alvejante Sem Cloro;25351.458555/2021-21;3.9389.0001.001-1;PRODUTO DE VENDA LIVRE;06/2031;ALVEMAXI versão 1 + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;6 Meses;3102017 ALVEJANTE;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Spartan do Brasil Produtos Químicos Ltda.;3.00018-9;RTU CLEAN BY PEROXY;25351.451708/2021-17;3.0018.0203.001-1;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;RTU CLEAN BY PEROXY + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Spartan do Brasil Produtos Químicos Ltda.;3.00018-9;RTU CLEAN BY PEROXY;25351.451708/2021-17;3.0018.0203.002-1;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;RTU CLEAN BY PEROXY + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Spartan do Brasil Produtos Químicos Ltda.;3.00018-9;RTU CLEAN BY PEROXY;25351.451708/2021-17;3.0018.0203.003-8;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;RTU CLEAN BY PEROXY + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Spartan do Brasil Produtos Químicos Ltda.;3.00018-9;RTU CLEAN BY PEROXY;25351.451708/2021-17;3.0018.0203.004-6;PRODUTO DE VENDA LIVRE,PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;RTU CLEAN BY PEROXY + ACONDICIONAMENTO NAO PREVISTO NA TABELA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Spartan do Brasil Produtos Químicos Ltda.;3.00018-9;WIPES CLEAN BY PEROXY;25351.457168/2021-77;3.0018.0204.001-7;PRODUTO DE VENDA LIVRE;06/2031;WIPES CLEAN BY PEROXY + BALDE PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;12 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;TECNOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA.;3.02850-4;AGE DESINFETANTE PLUS;25351.678471/2013-11;3.2850.0016.001-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;02/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS;330 REG. SANEANTES - Modificação de Fórmula de Produto;1357539/21-5;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;TECNOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA.;3.02850-4;AGE DESINFETANTE PLUS;25351.678471/2013-11;3.2850.0016.002-2;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;02/2029;BOMBONA PLASTICA TRANSLUCIDA + CAIXA DE PAPELAO;24 Meses;3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS;330 REG. SANEANTES - Modificação de Fórmula de Produto;1357539/21-5;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.001-4;PRODUTO DE VENDA LIVRE;06/2031;HERBAL + FRASCO PLÁSTICO OPACO COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.002-2;PRODUTO DE VENDA LIVRE;06/2031;HERBAL + FRASCO PLÁSTICO TRANSPARENTE COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.003-0;PRODUTO DE VENDA LIVRE;06/2031;HERBAL + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.004-9;PRODUTO DE VENDA LIVRE;06/2031;HERBAL + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.005-7;PRODUTO DE VENDA LIVRE;06/2031;LAVANDA + FRASCO PLÁSTICO OPACO COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.006-5;PRODUTO DE VENDA LIVRE;06/2031;LAVANDA + FRASCO PLÁSTICO TRANSPARENTE COM GATILHO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.007-3;PRODUTO DE VENDA LIVRE;06/2031;LAVANDA + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;OMO DESINFETANTE MULTIUSO;25351.225668/2020-61;3.2066.0529.008-1;PRODUTO DE VENDA LIVRE;06/2031;LAVANDA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;"OMO SANITIZA &amp;HIGIENIZA PARA DILUIR LAVA ROUPAS LÍQUIDO";25351.486387/2021-63;3.2066.0531.001-5;PRODUTO DE VENDA LIVRE;06/2031;1 + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;18 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;"OMO SANITIZA &amp;HIGIENIZA PARA DILUIR LAVA ROUPAS LÍQUIDO";25351.486387/2021-63;3.2066.0531.002-3;PRODUTO DE VENDA LIVRE;06/2031;1 + FRASCO DE PLÁSTICO TRANSLÚCIDO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;18 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;"OMO SANITIZA &amp;HIGIENIZA PARA DILUIR LAVA ROUPAS LÍQUIDO";25351.486387/2021-63;3.2066.0531.003-1;PRODUTO DE VENDA LIVRE;06/2031;1 + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;18 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;"OMO SANITIZA &amp;HIGIENIZA PARA DILUIR LAVA ROUPAS LÍQUIDO";25351.486387/2021-63;3.2066.0531.004-1;PRODUTO DE VENDA LIVRE;06/2031;1 + SACHET + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;18 Meses;3222039 LAVA ROUPAS;30020 REG. SANEANTES - Registro de produtos saneantes;;
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;CAFUNÉ DESINFETANTE CONCENTRADO PRO SEM FRAGRÂNCIA;25351.774592/2020-01;3.2066.0530.001-1;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;VERSÃO 1 + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;CAFUNÉ DESINFETANTE CONCENTRADO PRO SEM FRAGRÂNCIA;25351.774592/2020-01;3.2066.0530.002-8;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;VERSÃO 1 + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + FRASCO DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;CAFUNÉ DESINFETANTE CONCENTRADO PRO SEM FRAGRÂNCIA;25351.774592/2020-01;3.2066.0530.003-6;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;VERSÃO 1 + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + BOMBONA PLASTICA TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;UNILEVER BRASIL INDUSTRIAL LTDA;3.02066-7;CAFUNÉ DESINFETANTE CONCENTRADO PRO SEM FRAGRÂNCIA;25351.774592/2020-01;3.2066.0530.004-4;PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA;06/2031;VERSÃO 1 + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;APRESENTAÇÃO: VERSÃO 1 + BOMBONA PLASTICA OPACA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.001-2;PRODUTO DE VENDA LIVRE;03/2029;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;FLORAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.002-0;PRODUTO DE VENDA LIVRE;03/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;FLORAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.003-9;PRODUTO DE VENDA LIVRE;03/2029;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;LAVANDA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.004-7;PRODUTO DE VENDA LIVRE;03/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;LAVANDA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.005-5;PRODUTO DE VENDA LIVRE;03/2029;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;VIOLETA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.006-3;PRODUTO DE VENDA LIVRE;03/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;VIOLETA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.007-1;PRODUTO DE VENDA LIVRE;03/2029;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;CAMPESTRE
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.008-1;PRODUTO DE VENDA LIVRE;03/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;CAMPESTRE
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.009-8;PRODUTO DE VENDA LIVRE;03/2029;GALAO PLASTICO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;EUCALIPTO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;Wilson Pereira da Silva - Tacos ME;3.05022-3;DESINFETANTE PARA USO GERAL TAQUÍMICAS;25351.650461/2013-11;3.5022.0001.010-1;PRODUTO DE VENDA LIVRE;03/2029;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;392 REG. SANEANTES - Novo Prazo de Validade de Produto;1357644/21-3;EUCALIPTO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.001-6;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;LAVANDA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.002-4;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;LAVANDA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.003-2;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;FLORAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.004-0;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;FLORAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.005-9;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;EUCALIPTO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.006-7;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;EUCALIPTO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.007-5;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CITRONELA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.008-3;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;PINHO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.009-1;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;PINHO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.010-5;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;HERBAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.011-3;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;HERBAL
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.012-1;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;TALCO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.013-1;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;TALCO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.014-8;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CAMPESTRE
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.015-6;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CAMPESTRE
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.016-4;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;INTENSO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.017-2;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;INTENSO
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.018-0;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;FRESCH CLEAN
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.019-9;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;FRESCH CLEAN
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.020-2;PRODUTO DE VENDA LIVRE;06/2031;FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CLEAR
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.022-9;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CITRONELA
RESOLUÇÃO RE Nº 2.495, DE 24 DE Junho DE 2021;YAN QUIMICA LTDA;3.07231-8;YAN DESINFETANTE DE USO GERAL;25351.194300/2021-24;3.7231.0001.023-7;PRODUTO DE VENDA LIVRE;06/2031;GALAO PLASTICO + CAIXA DE PAPELAO;24 Meses;3205061 DESINFETANTE PARA USO GERAL;30020 REG. SANEANTES - Registro de produtos saneantes;;CLEAR
